Study Class,Treatment Focus (Study level),Clinical Setting,Study Design,Subscale/Symptom Cluster Data,Subgroup Analysis,Allowed PTSD Psychotherapy Co-Intervention,Allowed Other Psychotherapy Co-Intervention,Allowed Psychotropic Med Co-Intervention,Diagnosis Assessment Type,Diagnostic Measure,Diagnostic Measure Detail,Depression Outcome Assessed,Anxiety Outcome Assessed,Sleep Outcome Assessed,Anger Outcome Assessed,Functioning Outcome Assessed,Substance Use Outcome Assessed,Quality of Life Outcome Assessed,Suicide or Self-Harm Related Outcomes,Serious Harms Assessed,Risk of Bias Rating,Patients with Suicidality Excluded,Suicide and Self-Directed Violence Related Inclusion and Exclusion Criteria,Psychotic Disorder and Symptom Related Inclusion and Exclusion Criteria,Trauma Type,Trauma Detail,PTSD Severity
Nonpharmacologic cognitive,PTSD,Outpatient clinic,Parallel,Cluster-level,0,1,1,1,Self report,PCL,PCL-5 >38,1,1,0,0,0,0,0,0,1,High,1,"Excluded: ""high suicidality""","Excluded: ""psychotic disorders""",Mixed,"combat-related, other (not specified)",Low
Other mixed,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Self report,PCL,PCL-5,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Combat-related,"combat-related, other (not specified)",Low
Other study class,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,MINI,MINI-DIPS Diagnostic Short-Interview for Mental Disorders,1,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""acute suicidality""","Excluded: ""lifetime diagnosis of schizophrenia""",Mixed,"Child sexual abuse; Child physical abuse; Rape/sexual assault; Community/school violence; Combat-related; Terrorism/political violence/forced displacement; Other (""other incident"")",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,Item-level,1,0,1,1,Self report,MPSS,MPSS-R for DSM-IV,0,0,0,0,0,1,1,0,1,Some Concerns,1,Excluded: current suicidal/homicidal intent,"Excluded: presence of formal thought disorder, delusions, or hallucinations; psychotic disorder",Mixed,"child sexual assault, child physical assault, intimate partner violence, other (unexpected death of loved one)",Low
CIH,PTSD,Outpatient clinic,Parallel,N,1,1,1,1,Structured Clinical Interview,PSS-I,PSS-I,1,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""current suicidal or homicidal ideation""","Excluded: ""history of psychosis""",Mixed,"combat-related, other (not specified)",Medium
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,0,Structured Clinical Interview,CAPS and MINI,MINI and CAPS according to DSM-IV >50,1,0,0,0,1,0,0,0,1,High,1,Excluded: presence of a signiﬁcant suicide risk according to the clinical judgement of the investigator,Excluded: lifetime history of schizophrenia or other psychotic disorder,Mixed,"intimate partner violence, community/school violence",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,0,0,0,0,0,1,0,1,High,1,Excluded: active suicide ideation,Excluded: lifetime diagnosis of psychosis,Mixed,"combat-related, illness/medical procedure, community/school violence, natural or manmade disasters, rape/sexual assault",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,1,0,0,1,0,0,0,1,High,1,"Excluded: ""acute suicidality""","Excluded: ""psychotic symptoms""",Accidents,"combat-related, other (not specified)",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,0,0,0,0,0,0,0,1,Low,1,Excluded: severe suicidal ideation,Excluded: psychotic disorders,Terrorism/political violence/forced displacement,"combat-related, other (not specified)",High
Psychotherapy,PTSD+SUD,Other (medium/maximum-level security prison),Parallel,N,0,0,1,1,Self report,PCL,PCL-C ≥30,1,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Low
Psychotherapy,PTSD+SUD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,DSM-IV criteria on CAPS,1,1,0,0,0,1,0,0,1,Low,1,"Excluded: ""severe suicide risk""","Excluded: ""current psychosis""",Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,0,1,Structured Clinical Interview,SCID,SCID for DSM-IV Axis I Disorders with Psychotic Screen,1,0,0,0,1,0,0,0,1,High,1,"Excluded: high risk for suicidal behavior (i.e., with intent or plan or both) or with recent history of serious self-injurious behavior (i.e., cutting)","Excluded: schizophrenia, psychotic disorder",Mixed,"rape/sexual assault, intimate partner violence, child sexual abuse",Low
Psychotherapy & pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV >50,0,0,0,0,0,0,0,0,1,High,1,Excluded: current suicidal ideation,Excluded: lifetime diagnosis of psychotic disorder,Mixed,"combat-related, accidents, other (interpersonal violence)",High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level and item-level,0,0,1,0,Structured Clinical Interview,CAPS,CAPS-1 for DSM-III and and CAPS-2 ≥50,1,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, accidents, other (captivity)",High
Psychotherapy & CIH,PTSD,Outpatient clinic,Parallel,N,0,0,1,0,Structured Clinical Interview,CAPS,CAPS ≥45,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"accidents, other (sexual or physical abuse)",High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,0,Structured Clinical Interview,SCID,SCID for DSM-III-R,1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: schizophrenia,Combat-related,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Acute inpatient,Parallel,Cluster-level,0,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV-TR criteria,1,1,0,0,1,0,0,0,1,High,1,Excluded: history of a suicide attempt,Excluded: active psychosis,Combat-related,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,SCID,SCID,0,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""serious suicide ideation currently or in the last 6 months""","Excluded: ""psychotic spectrum disorder""",Terrorism/political violence/forced displacement,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,0,1,Structured Clinical Interview,MINI,MINI for DSM-IV-TR,1,1,0,0,0,0,1,0,1,Low,1,"Excluded: severe self-harm, serious suicidal ideation, or high suicidal intent","Excluded: depression with psychotic features, psychotic disorder",Mixed,"terrorism/political violence/forced displacement, community/school violence",Low
Psychotherapy & CIH,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS,CAPS-IV for DSM-IV ≥45,1,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: patients actively considering suicide,"Excluded: schizophrenia, schizoaffective disorder or current psychotic symptoms that ""in the investigator’s opinion impaired their ability to provide informed consent or made participation unsafe""",Mixed,"Combat-related; Rape/sexual assault; Other (noncombat military, civilian)",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS-5 for DSM-5 criteria,1,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""suicidality with intent""","Excluded: ""unmanaged psychosis""",Mixed,Combat-related; Rape/sexual assault; Other (not specified),High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS,1,0,0,0,0,0,0,0,1,High,1,Excluded: significant suicide risk or a serious suicide attempt within the last year,"Excluded: lifetime history of a DSM-4 diagnosis of bipolar disorder, schizophrenia, or other psychotic disorders",Combat-related,"combat-related, other (not specified)",High
Psychotherapy & pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,1,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV criteria,1,0,0,1,0,0,0,0,1,Low,1,Excluded: active suicidal ideation,Excluded: psychosis,Terrorism/political violence/forced displacement,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,0,Structured Clinical Interview,SCID and IES,SCID for DSM-IV and IES-R ≥25,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: psychosis due to disorders such as schizophrenia, depression, and/or dementia",Natural or manmade disasters,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,0,0,Clinical diagnosis,DSM,PTSD diagnosis from a psychiatrist using a structured diagnostic interview (measure not specified),1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: ""dual psychiatric diagnosis except for anxiety and depression""",Mixed,"Terrorism/political violence/forced displacement; Other (""seeing the deformed body of a relative""; ""witnessing or experiencing torture"")",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1 (except mood stabilizers),Structured Clinical Interview,CAPS and SCID,SCID and CAPS-1 according to DSM-IV ≥50,1,1,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: diagnosis of schizophrenia or schizoaffective disorder,Mixed,"combat-related, MST",Low
CIH,PTSD,Primary care clinic,Parallel,N,0,1,1,1,Structured Clinical Interview,CAPS and PCL,PCL-C ≥30 and CAPS,1,0,0,0,0,0,1,0,1,Low,1,Excluded: suicidal ideation,"Excluded: ""psychosis in the past 2 years""",Mixed,"combat-related, other (not specified)",High
Nonpharmacologic biological,PTSD,Outpatient clinic,Parallel,Cluster-level,1,1,1,1,Structured Clinical Interview,SCID,SCID for DSM-IV,1,1,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"rape/sexual assault, community/school violence, other (death or severe disease of relative, perceived physical harm/psychological distress)",Medium
Other study class,PTSD,Other (outdoors),Parallel,N,0,0,0,1,Clinical diagnosis,DSM,formal diagnosis of PTSD by a National Health Service or Ministry of Defence psychiatrist,1,1,0,0,1,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Low
Psychotherapy & CIH,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,0R (excluded if o0 ps1chotropics i0 last 4 weeks),Structured Clinical Interview,SCID,SCID for DSM-IV,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: ""psychotic illness as identified by DSM-IV criteria in the Structured Clinical Interview for DSM-I""V",Combat-related,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,1,0,0,0,Structured Clinical Interview,CAPS and MINI,CAPS-1 for DSM-IV and CAPS-2 ≥50 and MINI,1,0,0,0,1,0,0,0,1,Some Concerns,1,Excluded: being a suicidal risk,Excluded: psychosis,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (serious injury, witnessing injury or death)",Medium
Pharmacotherapy,PTSD,Mixed,Parallel,Cluster-level,0,0,1,0,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV criteria,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Combat-related,"combat-related, other (not specified)",Low
Psychotherapy & pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,0,1 (exposure-based therap1 excluded),1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,0,0,0,0,0,0,0,1,Low,1,Excluded: suicidal ideation or behaviors within 6 months of intake,"Excluded: lifetime history of schizophrenia, psychosis, or delusional disorders",Combat-related,"combat-related, other (not specified)",High
Pharmacotherapy,PTSD,Unclear/NR,Parallel,Cluster-level,0,0,1,"0R (100% ""free from medicatio0"" at baseli0e)",Structured Clinical Interview,CAPS,CAPS,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychotic illness as identified by DSM-IV criteria,Mixed,"combat-related, child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, other (witnessing trauma)",High
Other study class,PTSD,Mixed,Parallel,N,0,1,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV-TR criteria,1,1,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"other (trauma experienced through occupation, not specified)",Low
Psychotherapy,PTSD+SUD,Residential inpatient,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV-TR,1,0,0,0,0,1,0,0,1,Some Concerns,1,"Excluded: ""imminent risk for suicide""","Excluded: ""presence of an acute psychotic disorder""",Mixed,"child sexual abuse, child physical abuse, rape/sexual assault, accidents, natural or manmade disasters",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS and DSM,CAPS for DSM-IV-TR ≥45 and Clinician diagnosed using DSM-IV criteria criteria,1,1,0,1,0,0,0,0,1,Low,1,"Excluded: ""imminent suicidality or homicidality""","Excluded: ""current uncontrolled... psychotic disorder""",Mixed,"rape/sexual assault, child sexual abuse, accidents, illness/medical procedure, combat-related, community/school violence, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Crossover,Cluster-level,0,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-III-R criteria,1,0,0,0,1,0,0,0,1,High,1,Excluded: patients who were suicidal,Excluded: organic or other serious psychiatric disorder such as schizophrenia,Mixed,"rape/sexual assault, accidents, community/school violence, natural or manmade disasters",Low
Other mixed,PTSD,Residential inpatient,Parallel,N,0,1,U0clear,1,Self report,PCL,PCL-M,1,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Medium
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Self report,PCL,PCL-C for DSM-IV,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Terrorism/political violence/forced displacement,"combat-related, other (not specified)",Low
Other mixed,PTSD,Mixed,Parallel,N,0,0,1,0,Structured Clinical Interview,CAPS,CAPS-5 diagnostic criteria and CAPS-5 score ≥25,1,0,0,0,0,0,1,0,1,High,1,"Excluded: ""current suicidal ideation severe enough to warrant immediate attention""",Excluded: psychotic disorder,Mixed,Inclusion required exposure to a Criterion A combat-related traumatic event but index trauma could be non-combat-related,High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS-5 for DSM-5,1,0,0,0,1,0,0,0,1,Some Concerns,1,"Excluded: ""life-threatening suicide attempts within the last 2 months""



Allowed: ongoing self-harm or suicidality",Excluded: lifetime diagnosis of schizophrenia,Mixed,"Child physical abuse, Child sexual abuse",High
CIH,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV-TR,1,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""active suicidal tendencies""","Excluded: ""history of psychosis""",Mixed,"combat-related, accidents, illness/medical procedure, community/school violence terrorism/political violence/forced displacement, other (death or injury of family member, threat)",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS and SCID,CAPS ≥40 and SCID for DSM-IV-TR,1,0,1,0,0,0,0,0,1,Low,1,Excluded: suicidal ideation,Excluded: current psychotic disorder,Combat-related,"combat-related, other (not specified)",Low
CIH,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Self report,PCL,PCL-5 ≥31,0,0,0,0,0,0,0,0,1,High,1,"Excluded: ""active suicidality with either plan, intent, or a suicide attempt in the past 6 months""","Excluded: ""history of schizophrenia""",Intimate partner violence,"combat-related, other (not specified)",Low
CIH,PTSD,Other,Parallel,N,0,1,1,1,Clinical diagnosis,DSM,"diagnosis by an Israel Defense Forces clinical psychologist, a psychiatrist, corroborated by an Israel Defense Forces medical commission",1,0,0,0,1,0,1,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Combat-related,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Mixed,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,0,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""active homicial or suicidal ideation""","Excluded: ""active psychotic symptoms/disorder""",Combat-related,"combat-related, other (not specified)",High
Nonpharmacologic cognitive,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS and PCL,CAPS-5 diagnosis and PCL-5 > 30,1,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""suicidal ideation""","Excluded: ""psychotic disorders""",Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Terrorism/political violence/forced displacement; Other (tragic death of a close relative;  repeated and extreme occupational exposure to aversive details of traumatic events),High
Psychotherapy & pharmacotherapy,PTSD+SUD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,SCID,SCID for DSM-IV,0,0,0,0,0,1,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: ""met current SCID criteria for a psychotic disorder or psychosis""",Mixed,"combat-related, other (not specified)",Low
Nonpharmacologic biological,PTSD,Outpatient clinic,Parallel,N,0,1,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV ≥45,0,0,0,0,0,0,0,0,1,Low,1,Excluded: active suicide risk or life-threatening self-mutilation,Excluded: psychotic disorder,Mixed,"child other abuse, rape/sexual assault, intimate partner violence, other (not specified)",High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS and DSM,Clinical history of PTSD and CAPS ≥40 despite a minimum of 8 weeks' treatment with a stable minimum therapeutic dose of an SSRI or SNRI,1,1,0,0,1,0,0,0,1,Low,1,Excluded: suicide ideation with planning,Excluded: psychotic disorder,Mixed,Combat-related,Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS and SCID,SCID and CAPS for DSM-IV >45,1,0,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: lifetime history of psychotic disorders,Mixed,Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (observed violence to or death of a loved one),Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,PSS-I,PSS-I ≥25,1,1,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""deemed at high risk for suicidal behavior (ie, with intent, plan, or both)""","Excluded: ""current psychotic symptoms""",Mixed,"combat-related, terrorism/political violence",Medium
